Data_Type,dt_time,Location,Business Unit,Interval_Hrs,Call_Volume,AHT_Secs,ASA_Secs,ASA_Target_Secs,Actual_SL,Service Level Target,Shrinkage,Occupancy_Target,Positions_No_Shrinkage,Positions_With_Shrinkage,service_level,occupancy,waiting_probability,Labor Hours Needed - Post Shrinkage Occ
Historical,2025-09-11 10:00:00,TOTAL,Answerlink,1.0,18,539.53,0.0,30.0,,0.8,0.21,0.85,5,7,0.85,0.54,0.17,7.0
Historical,2025-09-11 11:00:00,TOTAL,Answerlink,1.0,28,392.96,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.51,0.11,8.0
Historical,2025-09-11 12:00:00,TOTAL,Answerlink,1.0,25,823.29,0.0,30.0,,0.8,0.21,0.85,9,12,0.86,0.64,0.16,12.0
Historical,2025-09-11 13:00:00,TOTAL,Answerlink,1.0,21,539.28,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.52,0.12,8.0
Historical,2025-09-11 14:00:00,TOTAL,Answerlink,1.0,30,667.97,0.0,30.0,,0.8,0.21,0.85,9,12,0.88,0.62,0.14,12.0
Historical,2025-09-11 15:00:00,TOTAL,Answerlink,1.0,16,810.7,0.0,30.0,,0.8,0.21,0.85,6,8,0.82,0.6,0.2,8.0
Historical,2025-09-11 16:00:00,TOTAL,Answerlink,1.0,10,533.31,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.37,0.07,6.0
Historical,2025-09-11 17:00:00,TOTAL,Answerlink,1.0,1,564.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.85,0.16,0.16,2.0
Historical,2025-09-11 18:00:00,TOTAL,Answerlink,1.0,2,598.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-09-11 19:00:00,TOTAL,Answerlink,1.0,1,977.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.14,0.03,3.0
Historical,2025-09-11 20:00:00,TOTAL,Answerlink,1.0,2,424.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.98,0.12,0.02,3.0
Historical,2025-09-11 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-11 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-11 23:00:00,TOTAL,Answerlink,1.0,1,253.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.94,0.07,0.07,2.0
Historical,2025-09-12 07:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-12 08:00:00,TOTAL,Answerlink,1.0,14,725.1,0.0,30.0,,0.8,0.21,0.85,5,7,0.82,0.56,0.19,7.0
Historical,2025-09-12 09:00:00,TOTAL,Answerlink,1.0,25,653.25,0.0,30.0,,0.8,0.21,0.85,8,11,0.91,0.57,0.11,11.0
Historical,2025-09-12 10:00:00,TOTAL,Answerlink,1.0,22,883.11,0.0,30.0,,0.8,0.21,0.85,9,12,0.9,0.6,0.12,12.0
Historical,2025-09-12 11:00:00,TOTAL,Answerlink,1.0,26,593.56,0.0,30.0,,0.8,0.21,0.85,7,9,0.84,0.61,0.18,9.0
Historical,2025-09-12 12:00:00,TOTAL,Answerlink,1.0,23,829.17,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.66,0.21,11.0
Historical,2025-09-12 13:00:00,TOTAL,Answerlink,1.0,15,732.28,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.51,0.11,8.0
Historical,2025-09-12 14:00:00,TOTAL,Answerlink,1.0,19,656.63,0.0,30.0,,0.8,0.21,0.85,6,8,0.85,0.58,0.17,8.0
Historical,2025-09-12 15:00:00,TOTAL,Answerlink,1.0,17,668.71,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.53,0.12,8.0
Historical,2025-09-12 16:00:00,TOTAL,Answerlink,1.0,16,510.61,0.0,30.0,,0.8,0.21,0.85,5,7,0.92,0.45,0.09,7.0
Historical,2025-09-12 17:00:00,TOTAL,Answerlink,1.0,11,539.79,0.0,30.0,,0.8,0.21,0.85,4,6,0.91,0.41,0.1,6.0
Historical,2025-09-12 18:00:00,TOTAL,Answerlink,1.0,5,661.2,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.31,0.07,4.0
Historical,2025-09-12 19:00:00,TOTAL,Answerlink,1.0,1,1019.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.14,0.04,3.0
Historical,2025-09-12 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-12 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-12 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-12 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-13 07:00:00,TOTAL,Answerlink,1.0,2,702.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.94,0.2,0.06,3.0
Historical,2025-09-13 08:00:00,TOTAL,Answerlink,1.0,6,346.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.89,0.29,0.13,3.0
Historical,2025-09-13 09:00:00,TOTAL,Answerlink,1.0,8,417.1,0.0,30.0,,0.8,0.21,0.85,3,4,0.94,0.31,0.08,4.0
Historical,2025-09-13 10:00:00,TOTAL,Answerlink,1.0,8,618.0,0.0,30.0,,0.8,0.21,0.85,3,4,0.82,0.46,0.19,4.0
Historical,2025-09-13 11:00:00,TOTAL,Answerlink,1.0,9,313.86,0.0,30.0,,0.8,0.21,0.85,2,3,0.8,0.39,0.22,3.0
Historical,2025-09-13 12:00:00,TOTAL,Answerlink,1.0,5,413.43,0.0,30.0,,0.8,0.21,0.85,2,3,0.88,0.29,0.13,3.0
Historical,2025-09-13 13:00:00,TOTAL,Answerlink,1.0,6,825.5,0.0,30.0,,0.8,0.21,0.85,3,4,0.82,0.46,0.19,4.0
Historical,2025-09-13 14:00:00,TOTAL,Answerlink,1.0,10,475.6,0.0,30.0,,0.8,0.21,0.85,3,4,0.84,0.44,0.18,4.0
Historical,2025-09-13 15:00:00,TOTAL,Answerlink,1.0,3,539.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.92,0.22,0.08,3.0
Historical,2025-09-13 16:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-13 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-13 18:00:00,TOTAL,Answerlink,1.0,1,194.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.95,0.05,0.05,2.0
Historical,2025-09-13 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-13 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-13 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-14 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-14 08:00:00,TOTAL,Answerlink,1.0,1,615.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.84,0.17,0.17,2.0
Historical,2025-09-14 09:00:00,TOTAL,Answerlink,1.0,4,497.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.89,0.28,0.12,3.0
Historical,2025-09-14 10:00:00,TOTAL,Answerlink,1.0,3,787.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.85,0.33,0.16,3.0
Historical,2025-09-14 11:00:00,TOTAL,Answerlink,1.0,5,600.8,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.28,0.06,4.0
Historical,2025-09-14 12:00:00,TOTAL,Answerlink,1.0,3,600.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.25,0.1,3.0
Historical,2025-09-14 13:00:00,TOTAL,Answerlink,1.0,2,185.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.91,0.1,0.1,2.0
Historical,2025-09-14 14:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-14 15:00:00,TOTAL,Answerlink,1.0,1,502.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.87,0.14,0.14,2.0
Historical,2025-09-14 16:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-14 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-14 18:00:00,TOTAL,Answerlink,1.0,2,740.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.21,0.07,3.0
Historical,2025-09-14 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-14 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-14 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-15 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-15 08:00:00,TOTAL,Answerlink,1.0,19,493.71,0.0,30.0,,0.8,0.21,0.85,5,7,0.87,0.52,0.15,7.0
Historical,2025-09-15 09:00:00,TOTAL,Answerlink,1.0,29,477.54,0.0,30.0,,0.8,0.21,0.85,7,9,0.91,0.55,0.11,9.0
Historical,2025-09-15 10:00:00,TOTAL,Answerlink,1.0,25,510.35,0.0,30.0,,0.8,0.21,0.85,6,8,0.84,0.59,0.19,8.0
Historical,2025-09-15 11:00:00,TOTAL,Answerlink,1.0,33,613.68,0.0,30.0,,0.8,0.21,0.85,9,12,0.88,0.63,0.14,12.0
Historical,2025-09-15 12:00:00,TOTAL,Answerlink,1.0,23,570.29,0.0,30.0,,0.8,0.21,0.85,6,8,0.82,0.61,0.21,8.0
Historical,2025-09-15 13:00:00,TOTAL,Answerlink,1.0,27,519.42,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.56,0.12,9.0
Historical,2025-09-15 14:00:00,TOTAL,Answerlink,1.0,31,566.28,0.0,30.0,,0.8,0.21,0.85,8,11,0.87,0.61,0.15,11.0
Historical,2025-09-15 15:00:00,TOTAL,Answerlink,1.0,22,702.74,0.0,30.0,,0.8,0.21,0.85,7,9,0.84,0.61,0.18,9.0
Historical,2025-09-15 16:00:00,TOTAL,Answerlink,1.0,13,489.44,0.0,30.0,,0.8,0.21,0.85,4,6,0.89,0.44,0.12,6.0
Historical,2025-09-15 17:00:00,TOTAL,Answerlink,1.0,13,573.28,0.0,30.0,,0.8,0.21,0.85,4,6,0.83,0.52,0.19,6.0
Historical,2025-09-15 18:00:00,TOTAL,Answerlink,1.0,6,1119.27,0.0,30.0,,0.8,0.21,0.85,4,6,0.87,0.47,0.14,6.0
Historical,2025-09-15 19:00:00,TOTAL,Answerlink,1.0,5,568.2,0.0,30.0,,0.8,0.21,0.85,3,4,0.96,0.26,0.05,4.0
Historical,2025-09-15 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-15 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-15 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-15 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-16 07:00:00,TOTAL,Answerlink,1.0,4,292.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.16,0.05,3.0
Historical,2025-09-16 08:00:00,TOTAL,Answerlink,1.0,14,444.93,0.0,30.0,,0.8,0.21,0.85,4,6,0.9,0.43,0.11,6.0
Historical,2025-09-16 09:00:00,TOTAL,Answerlink,1.0,29,481.83,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.55,0.12,9.0
Historical,2025-09-16 10:00:00,TOTAL,Answerlink,1.0,18,439.3,0.0,30.0,,0.8,0.21,0.85,4,6,0.8,0.55,0.23,6.0
Historical,2025-09-16 11:00:00,TOTAL,Answerlink,1.0,21,510.9,0.0,30.0,,0.8,0.21,0.85,6,8,0.92,0.5,0.1,8.0
Historical,2025-09-16 12:00:00,TOTAL,Answerlink,1.0,11,347.25,0.0,30.0,,0.8,0.21,0.85,3,4,0.91,0.35,0.11,4.0
Historical,2025-09-16 13:00:00,TOTAL,Answerlink,1.0,20,546.56,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.51,0.1,8.0
Historical,2025-09-16 14:00:00,TOTAL,Answerlink,1.0,16,733.92,0.0,30.0,,0.8,0.21,0.85,6,8,0.88,0.54,0.14,8.0
Historical,2025-09-16 15:00:00,TOTAL,Answerlink,1.0,21,525.74,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.51,0.11,8.0
Historical,2025-09-16 16:00:00,TOTAL,Answerlink,1.0,24,597.48,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.57,0.13,9.0
Historical,2025-09-16 17:00:00,TOTAL,Answerlink,1.0,8,462.38,0.0,30.0,,0.8,0.21,0.85,3,4,0.91,0.34,0.1,4.0
Historical,2025-09-16 18:00:00,TOTAL,Answerlink,1.0,5,386.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.27,0.11,3.0
Historical,2025-09-16 19:00:00,TOTAL,Answerlink,1.0,3,595.75,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.25,0.1,3.0
Historical,2025-09-16 20:00:00,TOTAL,Answerlink,1.0,2,940.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.26,0.11,3.0
Historical,2025-09-16 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-16 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-16 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-17 07:00:00,TOTAL,Answerlink,1.0,5,72.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.93,0.1,0.1,2.0
Historical,2025-09-17 08:00:00,TOTAL,Answerlink,1.0,17,454.7,0.0,30.0,,0.8,0.21,0.85,4,6,0.81,0.54,0.21,6.0
Historical,2025-09-17 09:00:00,TOTAL,Answerlink,1.0,19,557.02,0.0,30.0,,0.8,0.21,0.85,5,7,0.8,0.59,0.22,7.0
Historical,2025-09-17 10:00:00,TOTAL,Answerlink,1.0,24,604.32,0.0,30.0,,0.8,0.21,0.85,7,9,0.88,0.58,0.14,9.0
Historical,2025-09-17 11:00:00,TOTAL,Answerlink,1.0,25,587.61,0.0,30.0,,0.8,0.21,0.85,7,9,0.87,0.58,0.15,9.0
Historical,2025-09-17 12:00:00,TOTAL,Answerlink,1.0,16,712.75,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.53,0.12,8.0
Historical,2025-09-17 13:00:00,TOTAL,Answerlink,1.0,29,540.59,0.0,30.0,,0.8,0.21,0.85,7,9,0.84,0.62,0.19,9.0
Historical,2025-09-17 14:00:00,TOTAL,Answerlink,1.0,17,625.57,0.0,30.0,,0.8,0.21,0.85,6,8,0.92,0.49,0.09,8.0
Historical,2025-09-17 15:00:00,TOTAL,Answerlink,1.0,19,839.63,0.0,30.0,,0.8,0.21,0.85,7,9,0.81,0.63,0.2,9.0
Historical,2025-09-17 16:00:00,TOTAL,Answerlink,1.0,13,949.25,0.0,30.0,,0.8,0.21,0.85,6,8,0.85,0.57,0.16,8.0
Historical,2025-09-17 17:00:00,TOTAL,Answerlink,1.0,7,577.61,0.0,30.0,,0.8,0.21,0.85,3,4,0.89,0.37,0.12,4.0
Historical,2025-09-17 18:00:00,TOTAL,Answerlink,1.0,4,782.0,0.0,30.0,,0.8,0.21,0.85,3,4,0.94,0.29,0.06,4.0
Historical,2025-09-17 19:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-17 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-17 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-17 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-17 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-18 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-18 08:00:00,TOTAL,Answerlink,1.0,8,453.5,0.0,30.0,,0.8,0.21,0.85,3,4,0.92,0.34,0.09,4.0
Historical,2025-09-18 09:00:00,TOTAL,Answerlink,1.0,15,615.18,0.0,30.0,,0.8,0.21,0.85,5,7,0.87,0.51,0.14,7.0
Historical,2025-09-18 10:00:00,TOTAL,Answerlink,1.0,18,616.65,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.51,0.11,8.0
Historical,2025-09-18 11:00:00,TOTAL,Answerlink,1.0,21,869.85,0.0,30.0,,0.8,0.21,0.85,8,11,0.84,0.63,0.18,11.0
Historical,2025-09-18 12:00:00,TOTAL,Answerlink,1.0,16,709.75,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.53,0.12,8.0
Historical,2025-09-18 13:00:00,TOTAL,Answerlink,1.0,19,628.69,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.55,0.15,8.0
Historical,2025-09-18 14:00:00,TOTAL,Answerlink,1.0,22,644.44,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.56,0.13,9.0
Historical,2025-09-18 15:00:00,TOTAL,Answerlink,1.0,17,609.66,0.0,30.0,,0.8,0.21,0.85,5,7,0.81,0.58,0.21,7.0
Historical,2025-09-18 16:00:00,TOTAL,Answerlink,1.0,16,707.4,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.52,0.12,8.0
Historical,2025-09-18 17:00:00,TOTAL,Answerlink,1.0,5,679.79,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.31,0.08,4.0
Historical,2025-09-18 18:00:00,TOTAL,Answerlink,1.0,2,600.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-09-18 19:00:00,TOTAL,Answerlink,1.0,3,560.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.92,0.23,0.09,3.0
Historical,2025-09-18 20:00:00,TOTAL,Answerlink,1.0,1,519.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.86,0.14,0.14,2.0
Historical,2025-09-18 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-18 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-18 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-19 07:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-09-19 08:00:00,TOTAL,Answerlink,1.0,13,418.27,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.38,0.08,6.0
Historical,2025-09-19 09:00:00,TOTAL,Answerlink,1.0,17,608.46,0.0,30.0,,0.8,0.21,0.85,5,7,0.81,0.57,0.21,7.0
Historical,2025-09-19 10:00:00,TOTAL,Answerlink,1.0,24,717.5,0.0,30.0,,0.8,0.21,0.85,8,11,0.88,0.6,0.14,11.0
Historical,2025-09-19 11:00:00,TOTAL,Answerlink,1.0,12,833.42,0.0,30.0,,0.8,0.21,0.85,5,7,0.83,0.56,0.18,7.0
Historical,2025-09-19 12:00:00,TOTAL,Answerlink,1.0,23,603.03,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.55,0.12,9.0
Historical,2025-09-19 13:00:00,TOTAL,Answerlink,1.0,26,952.16,0.0,30.0,,0.8,0.21,0.85,10,13,0.82,0.69,0.2,13.0
Historical,2025-09-19 14:00:00,TOTAL,Answerlink,1.0,22,615.12,0.0,30.0,,0.8,0.21,0.85,7,9,0.91,0.54,0.1,9.0
Historical,2025-09-19 15:00:00,TOTAL,Answerlink,1.0,18,911.78,0.0,30.0,,0.8,0.21,0.85,8,11,0.9,0.57,0.11,11.0
Historical,2025-09-19 16:00:00,TOTAL,Answerlink,1.0,9,580.33,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.36,0.07,6.0
Historical,2025-09-19 17:00:00,TOTAL,Answerlink,1.0,8,616.54,0.0,30.0,,0.8,0.21,0.85,3,4,0.82,0.46,0.19,4.0
Historical,2025-09-19 18:00:00,TOTAL,Answerlink,1.0,5,916.0,0.0,30.0,,0.8,0.21,0.85,3,4,0.85,0.42,0.16,4.0
Historical,2025-09-19 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
